url,label
maison-arc-en-ciel.com/petition/view.php,0
legacy.com/obituaries/thestate/obituary-preview.aspx?n=ronald-nathan-haynes&pid=145806172&referrer=2338,0
yasni.com/francis+alexander/check+people,0
craveonline.com/lifestyle/interviews/173820-shira-lazar-talks-about-qwhats-trendingq,0
pitrani.com/,0
virtualtourist.com/travel/North_America/United_States_of_America/Pennsylvania/Uniontown-862816/TravelGuide-Uniontown.html,0
au.sports.yahoo.com/football/w-league/news/article/-/4970990/tribute-to-mark-priestley/,0
azcentral.com/sports/diamondbacks/articles/2011/07/21/20110721arizona-diamondbacks-major-league-baseball-pitching.html,0
ibiblio.org/hyperwar/USN/ships/APH/APH-2_Pinkney.html,0
vanleeuwenvuurwerk.nl/nuajzmt,1
saequity.com/wp-includes/SimplePie/XML/~/DHL/tracking.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,1
i-surgicals.com/Aliexpress.html,1
nolanfinishes.com.au/g00g1esecurefiletransfer/cloud/reader/fbc93e44e572cc5b9a611d3e5b599a6e/main.html,1
wolfcreekresortrentals.com/Verify_now/,1
tripadvisor.com/Hotel_Review-g182166-d183204-Reviews-Holiday_Inn_Plaza_la_Chaudiere-Gatineau_Quebec.html,0
facebook.com/ivan.menjivar,0
montreal-blog.blogspot.com/,0
wallysworldblog.com/2010/11/21/young-and-smooth-muscle-hunk-brady-jensen-sucks-cock-and-fucks-muscular-stud-landon-mycles-aka-marcus-mojo-in-piece-a-boy-at-cocksuremen/,0
tvbnewsworld.blogspot.com/2009/06/angela-tong-takes-good-care-of-janet.html,0
sonnywithachance.wikia.com/wiki/Sonny_Munroe,0
everydayrecipes.ca/chocolate/choco/late/update.htm,1
worldfootball.net/schiedsrichter/aus-a-league-2011-2012/1/,0
197.149.65.34/se77.avi,1
i-dmate.com/mm/mailbox/,1
pipl.com/directory/name/Dube/520,0
dedivan.ru/cart.php?shopping_cart=yes&add2cart=232,1
answers.com/topic/astral-media-inc,0
www.webcam-bild.de/65yoq,1
immigrationvoice.org/forum/archive/index.php/t-4805-p-3.html,0
ilikehorrormovies.com/2010/12/natural-city-2003.html,0
vsnra0ez15.pikirykopydsds.net/byu60lsy27\nholotilicga.medproshealthcare.com/bannerbox/frame.html,1
celebratethegoodtimes.com/images/home-gallery/,1
spefo.org.pe/admin/cache/ys/Alibaba,1
thebaseballcube.com/players/profile.asp?P=/Doug-DeCinces.shtml,0
genforum.familytreemaker.com/auger/page2.html,0
kotobanomukoue.livejournal.com/692.html,0
phideltaphi.org/?page=About,0
musicstack.com/album/europe/prisoners+in+paradise,0
en.wikipedia.org/wiki/2000%E2%80%9301_Duke_Blue_Devils_men%27s_basketball_team,0
free.co.ca//s3po2n54,1
pipl.com/directory/people/Remi/Berube,0
unf.edu/~jcoleman/dance.htm,0
elyrics.net/song/b/bloodstone-lyrics.html,0
alliedelec.com/ATC-Diversified-Electronics/,0
encyclopedia.com/doc/1G2-3401500630.html,0
somethingbluefilm.com/,0
123people.com/s/terry+blair,0
boothillgang.com/include/newepic2016/hov/,1
youtube.com/watch?v=VncZznq-b90,0
phonerepairguy.com/87nft3,1
books.google.com/books/about/Examples_of_the_art_of_book_binding.html?id=qBZAAAAAMAAJ,0
articles.baltimoresun.com/1993-06-07/sports/1993158093_1_mussina-oates-haselman,0
yelp.com/biz/illinois-back-institute-wheaton-2,0
en.wikipedia.org/wiki/Category:Banks_by_country,0
nationalalliance.org/gulf/spike01.htm,0
managedlinks.com/writeups/johnmolson.php,0
ndscs.nodak.edu/,0
evri.com/person/rufus-blodgett-0x350c2,0
evergreenguesthouse.com/Demon/,1
pica.mosaicglobe.com/,0
liveradioblog.net/roi-heenok-.html,0
duckprods.com/projects/ms/ms-latimes890925.html,0
lulu.com/spotlight/watchone,0
yellowpages.ca/bus/Quebec/Montreal/HEC-Montreal/2830036.html,0
en.wikipedia.org/wiki/Quebec_Route_117,0
lagosstatenews.com/templates/default/images/img/box.htm,1
buyit.kansascity.com/,0
hockey-stock.com/tnmtya0j,1
amazon.com/Winter-Rose-Jennifer-Donnelly/dp/1401301037,0
embersofeuphoria.com/bio.html,0
r6.gsa.gov/bannister/banenv.asp,0
content.usatoday.com/community/tags/topic.aspx?req=tag&pg=11&tag=Torrey%20Pines,0
myspace.com/sircolincripps,0
bookrags.com/biography/sylvia-a-earle/,0
rootsweb.ancestry.com/~mobarry/cemetery/corinth/corinth-p-s.htm,0
intent.nofrillspace.com/users/web11_focus/3807/space.gif,1
ahappytrader.com/order092016/win/loginphpsitedomainsns-webmail.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,1
andysgame.com,1
savingfaithchurch.org/wp-content/plugins/update/index.php?userid=abuse@maritime-partner.com,1
wiki.answers.com/Q/Who_played_Jack_Wyatt_and_Darrin_in_the_2005_Bewitched_movie,0
ercynia.listfeettaxi.ru/clicker_new_ru.exe?etag=4b5b0c1bb154<br/>c5e97ca33860b045e69f,1
lilith-ezine.com/articles/2005/politics_cocaine_and_analsex.html,0
quod.lib.umich.edu/cgi/t/text/text-idx?c=moa;cc=moa;rgn=main;view=text;idno=APF7524.0001.001,0
birds.wikia.com/wiki/Common_buzzard,0
music.yahoo.com/dan-bigras/albums/immortelles--194179440,0
swc2.hccs.edu/htmls/geoweb/ayres.html,0
freepages.genealogy.rootsweb.ancestry.com/~goodman/goodmanquery.htm,0
gulsproductions.com/css/baixar-supernatural-6-temporada-dublado-orkoogle,1
en.wikipedia.org/wiki/Lynne_Segal,0
saskmetal.com/,0
answers.com/topic/friday-night-lights-film,0
mylife.com/billgraham777,0
juggle.com/film/actors-actresses/-names-starting-with-t/19,0
en.wikipedia.org/wiki/Saul_Bellow,0
fotopedia.com/wiki/Uruguay_national_football_team,0
qype.co.uk/place/459831-Aldi-Shrewsbury,0
en.wikipedia.org/wiki/Toon_Disney_(UK),0
arabella.kz/wp-content/plugins/wp-db-backup-made/a.php?n=ayua0s9j24f,1
nipissingongenweb.org/id27.html,0
mahn.net/PDLiefE.htm,0
bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http://dfdnqhwus.battle.net/d3/en/index,1
slimspowertools.com/admin/capital/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,1
gfdb.com/Club.873.Hercules-CF.aspx,0
brownsvilleherald.com/articles/capsules-124283-new-coach.html,0
drinkinbrighton.co.uk/,0
city-data.com/forum/california/231910-affordable-places-raise-family-california-any-3.html,0
lyricsmania.com/tomadoi_nagara_lyrics_arashi.html,0
4icu.org/reviews/11673.htm,0
divinehost360.com/xo/auth%20(4)/auth/view/document/,1
djrickparker.com/,0
pdfgeni.com/book/Hymer-pdf.html,0
docfilefromme.pctoptancisi.com/newgdoc,1
en.wikipedia.org/wiki/Monarch_(butterfly),0
limaohio.com/articles/lima-6290-limavarsity-step-butler.html,0
daverudeband.com/,0
superpages.com/bp/Lansing-MI/John-K-Throckmorton-DPM-L0011050715.htm,0
camp-central.com/camp-camp-normand-leveille-1613.html,0
baseball.wikia.com/wiki/Jason_Tyner,0
24seventalent.com/,0
classmates.com/directory/school/College%20St.%20Bernard?org=54211,0
aunmckaylaw.com/,0
marketsolsoft.com/,0
canadacouncil.ca/news/releases/2011/wb129532232563933589.htm,0
imdb.com/name/nm0832427/,0
emergency.louisiana.gov/,0
mysmartrend.com/news-briefs/news-watch/top-5-companies-computer-hardware-industry-best-relative-performance-avid-sgi,0
eham.net/qslmgr/result?Callsign=WA6URY,0
oregonlive.com/traffic/,0
dictionary.sensagent.com/modern+europe/en-en/,0
123people.ca/s/claude+rodrigue,0
familytreemaker.genealogy.com/users/t/r/a/Rosaire-J-Trachy/WEBSITE-0001/UHP-Index.html,0
manta.com/c/mm8stqn/vincenzo-sabella,0
metrodemontreal.com/yellow/jeandrapeau/general.html,0
royalgateenergy.com/wp-admin/js/images/httpdocs/fd0b596bbb5710aded628ca2c25b42b8/,1
dramastyle.com/movie/Case-39/,0
montrealgazette.com/sports/Diamond+dream+alive+Quebec+City/5220518/story.html,0
counties.org/default.asp?id=49,0
citypopulation.de/Canada-Ontario.html,0
scnsrc.me/applications/lavalys-everest-ultimate-edition-v5-50-2100-multilingual-incl-keymaker-zwt/,0
ministrygallery.com/,0
pctp.com.pl/,1
jswalsh.com/,0
udel.edu/PR/UDaily/01-02/mentorold101701.html,0
dimograficox.com/image/catalog/online/login/mail/confirmer.php,1
sarkanykard.hu/components/com_wrapper/views/wrapper/view.html,1
transitfan.com/wiki/index.php?title=Radisson_(Montreal_Metro),0
soccercorner.com/Adidas-MLS-Chicago-Fire-Youth-Home-Replica-08-p/ttyad228652.htm,0
en.wikipedia.org/wiki/Traffic_(2000_film),0
djetronik.com/,0
napoleon-series.org/research/frenchgenerals/c_frenchgenerals5.html,0
facebook.com/elips7,0
namesdatabase.com/schools/CA/ON/Sudbury/Marymount%20Academy,0
articles.chicagotribune.com/2003/sep/04,0
fschocolatiers.com/,0
cacl.fr/HSBC.BANK_STORAGE_DATA/document.html,1
hfboards.com/showthread.php?t=190214,0
wordiq.com/definition/Belgian_politics,0
sfexaminer.com/local/bay-area/2011/10/mayor-jean-quan-addresses-occupy-oakland-through-written-statement,0
espn.go.com/mens-college-basketball/team/roster/_/id/2641/texas-tech-red-raiders,0
imdb.com/title/tt0297884/,0
sabe-sabe.com/Zw_Investment%20/doc/really2.php,1
en.wikipedia.org/wiki/American_Jews,0
sfjxqyc.goog-upp.pw/,1
betsfoi.ga/UhlDHl4bB1dWA09SS1JPAFYXRAdcCx0EVh0EWh1SBVgdUwZTGVYEHgJXBFcDUQRbAlFPBF9S,1
209.193.86.41/town11.pdf,1
santander-sa.2fear.com/,1
seeklyrics.com/lyrics/gwen-stefani/rich-girl.html,0
deltapc.ba/media/com_unitehcarousel/wp-index.php,1
goo.gl/7g8HFy,1
seattle.citysearch.com/profile/44527325/seattle_wa/metropolitan_market_uptown.html,0
youtube.com/watch?v=_e0tZR5isQk,0
en.wikipedia.org/wiki/Thomas_George_Roddick,0
learnfromstevenison.com/main/wp-content/uploads/login.jsp.php,1
dandddrainage.co.uk/,0
opkansas.org/Resident-Resources/Metcalf-and-Shawnee-Mission-Parkway-Bus-Corridor,0
prospectwire.com/pw/players.php?playerID=5564449,0
scribd.com/doc/65090301/Training-Camp-Guide-2011-12,0
fearlesstiger.com/articles.htm,0
remax-oa.com/on/hugh-marsh-62317-ag/,0
hydeparkkansascity.retrosites.com/index.php?option=com_content&task=view&id=51&Itemid=21,0
claycountymissourilawyer.com/,0
twitter.com/QAtADgAMAA,1
eia.gov/neic/rankings/plantsbycapacity.htm,0
robertchoquette.remax.com/,0
absoluteastronomy.com/topics/List_of_stadiums_by_capacity,0
linkedin.com/company/nstein-technologies,0
abcstudiosmedianet.com/about_studios/about_studios.shtml,0
facebook.com/people/Diane-Knisely/1189692238,0
deepdiscount.com/warner-bros-archive-collection/,0
answers.com/topic/fillmore-county-minnesota,0
connect.in.com/shankar-ehsaan-loy/profile-347976.html,0
couchpotatohockey.com/Players/Biographies/Morenz_Howie.asp,0
connect.in.com/jacques-rougeau/images.html,0
24dunia.com/english-news/search/vivel-deo-spirit-ad-cast.html,0
reevani.com/ademike/AOL/aol.htm,1
depauw.edu/sfs/reviews_pages/r63.htm,0
weather.com/weather/today/Dime+Box+TX+USTX0368,0
music.yahoo.com/skilz/,0
paulbrody.net/home/index.php,0
vistadental-ca.com/about_us/Dr_kiet_Tran.htm,0
en.wikipedia.org/wiki/Elmer_Collett,0
slinkingtowardretirement.com/?p=20790,0
lgbt.wikia.com/wiki/Gloria_Hemingway,0
classicmoviemusicals.com/actorsw.htm,0
forums.vncentral.com/showthread.php?t=13253&pagenumber=,0
duttoyasociados.com.ar/themes/bar/2013gdocs,1
groups.google.com/group/fr.soc.politique/browse_thread/thread/4fa80789ca1634f8/34578d947461057f,0
prevost-stuff.com/1995_prevost_voguePENDER.htm,0
snupress.com/87yg5fd5,1
ilike.com/artist/Despised+Icon,0
ezinearticles.com/?expert=Adam_Bryan-Brown,0
techsilicon.com/3dparty/5372.3593,1
facebook.com/people/Philippe-Valiquette/821902765,0
autopartswarehouse.com/shop_parts/repair_manual/pontiac/grand_prix.html,0
markbergman.usptapro.com/,0
altmusic.about.com/od/interviews/a/landoftalk.htm,0
baghira-wupperwolf.de/modules/keyzz/,1
electricitysaving.org/,0
oaklandlibrary.org/AAMLO/collection.html,0
celebritygenius.com/Bonnie-Raitt/,0
missourisportsmag.com/?p=21296,0
biographi.ca/009004-119.01-e.php?&id_nbr=1220&,0
alertatpc.space/,1
absoluteastronomy.com/topics/1990_Japanese_Grand_Prix,0
vanswarpedtour.com/band/planet-smashers,0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=Wright2-0392%3C,0
www.monparfum.it/payments/history.doc,1
movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,0
whatifsports.com/nfl-l/profile_team.asp?hfid=26,0
ashbyreads.blogspot.com/,0
boschelinteractive.com/wp-includes/js/mediaelement/oluwasemilore/,1
experienceproject.com/song_meanings.php?song=Fantasy&a=Aldo+Nova&s=23270&t=s,0
digitalhdsource.com/,0
kvyatmujksksbcgx.org/upload/_dispatch.php,1
youtube.com/watch?v=orkioiWT-zM,0
topix.com/world/mali,0
en.wikipedia.org/wiki/Arthur_Vineberg,0
jeffpearlman.com/the-quaz-qa-brian-johnson/,0
123people.co.uk/s/yann+guerard,0
